attack_don;attack_rec;Date_analysis;Age_A;Age_B;Age_C;direction;brood_ID;phase;weight_tot;food_cat
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
C;A;141;6;5;2;CA;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
C;A;141;6;5;2;CA;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
C;A;141;6;5;2;CA;462_2020;early;102.6;medium
C;A;141;6;5;2;CA;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
A;C;141;6;5;2;AC;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
B;A;141;6;5;2;BA;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;C;141;6;5;2;BC;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
A;B;141;6;5;2;AB;462_2020;early;102.6;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
A;C;142;7;6;3;AC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
B;A;142;7;6;3;BA;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
A;B;142;7;6;3;AB;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
B;C;142;7;6;3;BC;462_2020;early;74;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
B;A;146;11;10;7;BA;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;146;11;10;7;AB;462_2020;early;80.4;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;147;12;11;8;BA;462_2020;early;67.6;medium
A;B;147;12;11;8;AB;462_2020;early;67.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
B;A;148;13;12;9;BA;462_2020;early;70.6;medium
A;B;148;13;12;9;AB;462_2020;early;70.6;medium
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;C;127;11;9;3;AC;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
B;A;127;11;9;3;BA;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
A;B;127;11;9;3;AB;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;127;11;9;3;BC;617_2020;early;32;low
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
B;C;128;12;10;4;BC;617_2020;early;90;medium
A;C;128;12;10;4;AC;617_2020;early;90;medium
B;A;128;12;10;4;BA;617_2020;early;90;medium
A;B;128;12;10;4;AB;617_2020;early;90;medium
A;B;128;12;10;4;AB;617_2020;early;90;medium
A;B;128;12;10;4;AB;617_2020;early;90;medium
